instant,cnt,abnormal,x
78,3117,0.0032327391630549984,0.0032327391630556
79,2471,0.002338777574481421,0.00233877757448
80,2077,0.0013274339477588049,0.0013274339477576
81,2703,0.0008830977182306965,0.0008830977182311
82,2121,0.0008366382436946207,0.0008366382436941
83,1865,0.0005863153170843072,0.0005863153170843
84,2210,0.0005711414172507867,0.0005711414172498
85,2496,0.0015859074972631726,0.0015859074972638
86,1693,0.001452420731397952,0.0014524207313972
87,2028,0.0007575920214458742,0.000757592021446
88,2425,0.0007860932631718054,0.0007860932631706
89,1536,0.0010888599921043962,0.001088859992103
90,1685,0.001108293255647097,0.0011082932556475
91,2227,0.0008422835101700166,0.0008422835101702
92,2252,0.0006639821537156587,0.0006639821537156
93,3249,0.0006414146099535945,0.0006414146099527
94,3115,0.0007288729524443927,0.0007288729524446
95,1795,0.0008835185487032771,0.000883518548703
96,2808,0.0008049969363662646,0.0008049969363673
97,3141,0.0007991374528424355,0.0007991374528437
98,1471,0.0008019017627323155,0.0008019017627314
99,2455,0.0008328709065852369,0.0008328709065852
100,2895,0.001464515284859802,0.0014645152848602
101,3348,0.001250006729751174,0.0012500067297514
102,2034,0.004573368454735993,0.0045733684547357
103,2162,0.004199951521287604,0.0041999515212882
104,3267,0.0038849584885621846,0.003884958488563
105,3126,0.003448465737030171,0.0034484657370299
106,795,0.003001726663358295,0.003001726663358
107,3744,0.003709987408618387,0.0037099874086183
108,3429,0.004170147839192118,0.0041701478391916
109,3204,0.0051924592164991346,0.0051924592164984
110,3944,0.0062081423380946354,0.006208142338095
111,4189,0.006595905139404223,0.0065959051394042
112,1683,0.006788433501521696,0.0067884335015212
113,4036,0.008131647409837406,0.0081316474098367
114,4191,0.008735560882978555,0.0087355608829796
115,4073,0.007957762978328953,0.0079577629783294
116,4400,0.007427599669314944,0.0074275996693142
117,3872,0.0064759165244008265,0.006475916524401
118,4058,0.005333439693222308,0.0053334396932225
119,4595,0.0044238866816244116,0.0044238866816248
120,5312,0.0037313836292409697,0.0037313836292411
121,3351,0.0031592940543528902,0.0031592940543537
122,4401,0.0031172738931206645,0.0031172738931211
123,4451,0.003141841044278948,0.0031418410442785
124,2633,0.003077334932687803,0.003077334932688
125,4433,0.0032025648582572064,0.0032025648582594
126,4608,0.0031547706003854925,0.0031547706003861
127,4714,0.003028420649161201,0.0030284206491614
128,4333,0.0036059486762159976,0.0036059486762164
129,4362,0.0040417869125890515,0.004041786912589
130,4803,0.004769105615230695,0.0047691056152295
131,4182,0.005297753225927293,0.0052977532259268
132,4864,0.005664710600116973,0.0056647106001174
133,4105,0.006300152566957262,0.006300152566959
134,3409,0.006440026201189886,0.0064400262011896
135,4553,0.006234362457305909,0.0062343624573056
136,3958,0.006141782119761352,0.0061417821197613
137,4123,0.006068238793063285,0.006068238793063
138,3855,0.00583804479419614,0.0058380447941968
139,4575,0.005460715667012894,0.0054607156670137
140,4917,0.005166048371449183,0.0051660483714485
141,5805,0.005056855022682383,0.0050568550226823
142,4660,0.004886763538298089,0.0048867635382978
143,4274,0.003903001553379082,0.0039030015533801
144,4492,0.003501690897329879,0.0035016908973292
145,4978,0.002930821546237694,0.0029308215462385
146,4677,0.0020866518563950054,0.0020866518563954
147,4679,0.0015503512056318502,0.001550351205632
148,4758,0.0013242623061525682,0.0013242623061516
149,4788,0.0010824848134078913,0.0010824848134083
150,4098,0.0008099063959173813,0.0008099063959176
151,3982,0.0006527059975185434,0.0006527059975167
152,3974,0.0005559593993883505,0.0005559593993874
153,4968,0.0004850432282946793,0.0004850432282946
154,5312,0.0005572916424357865,0.0005572916424355
155,5342,0.0005186504771182987,0.0005186504771165
156,4906,0.0003719301581913692,0.0003719301581911
157,4548,0.00035497414124496807,0.0003549741412454
158,4833,0.00037757579440234057,0.0003775757944023
159,4401,0.00037925664234572665,0.0003792566423452
160,3915,0.0003781595694534179,0.0003781595694536
161,4586,0.0003690961085723865,0.0003690961085721
162,4966,0.00032406418836450346,0.0003240641883642
163,4460,0.000317678032315194,0.0003176780323147
164,5020,0.00030731487178614625,0.0003073148717861
165,4891,0.0003254491733695186,0.000325449173371
166,5180,0.00034846086278628174,0.0003484608627865
167,3767,0.0003906320887948622,0.0003906320887944
168,4844,0.00043047095576487227,0.0004304709557635
169,5119,0.00041079811082411766,0.0004107981108245
170,4744,0.0003857579138442091,0.000385757913843
171,4010,0.0003666305556280225,0.000366630555628
172,4835,0.00039161773860896254,0.0003916177386109
173,4507,0.00041029735345465834,0.0004102973534548
174,4790,0.0004177527277994253,0.0004177527277992
175,4991,0.0004120825443075793,0.0004120825443053
176,5202,0.0004374589481553892,0.0004374589481547
177,5305,0.00046326920831796237,0.0004632692083181
178,4708,0.0004208151698598117,0.0004208151698595
179,4648,0.0004331850861164499,0.0004331850861173
180,5225,0.0004951538788112719,0.0004951538788112
181,5515,0.0004952142074664545,0.0004952142074662
182,5362,0.0005225124407074455,0.0005225124407076
183,5119,0.0005268652461457579,0.0005268652461457
184,4649,0.0004890013793599213,0.0004890013793585
185,6043,0.0004536406074823196,0.0004536406074825
186,4665,0.00043439870549244475,0.000434398705492
187,4629,0.0004588987279229295,0.0004588987279224
188,4592,0.0003660286357817233,0.0003660286357821
189,4040,0.00033015766377864075,0.0003301576637793
190,5336,0.0003447344540573605,0.0003447344540578
191,4881,0.0006069053785260348,0.0006069053785258
192,4086,0.0007219530588450374,0.0007219530588439
193,4258,0.0006990054837321402,0.0006990054837319
194,4342,0.0006346572527989869,0.0006346572527998
195,5084,0.0007097524476077366,0.0007097524476072
196,5538,0.0007109040773215503,0.0007109040773215
197,5923,0.0006808751318087003,0.0006808751318084
198,5302,0.0006310360306973628,0.0006310360306984
199,4458,0.0006087317451237695,0.0006087317451235
200,4541,0.000552603512053107,0.0005526035120544
201,4332,0.0004298866550934699,0.0004298866550939
202,3784,0.0007812909140663127,0.000781290914068
203,3387,0.0007736067722728945,0.0007736067722717
204,3285,0.0009678750079058496,0.0009678750079065
205,3606,0.0017210982266328,0.0017210982266343
206,3840,0.0015149330376617032,0.0015149330376619
207,4590,0.001329822738771469,0.0013298227387725
208,4656,0.0011102011674005707,0.0011102011674012
209,4390,0.001228775496753931,0.0012287754967541
210,3846,0.0012585055133341738,0.0012585055133355
211,4475,0.0010572210182406838,0.0010572210182417
212,4302,0.000913969186243424,0.000913969186244
213,4266,0.000951727178102213,0.0009517271781022
214,4845,0.000989464710606125,0.0009894647106065
215,3574,0.0010631973779151593,0.0010631973779156
216,4576,0.0015348445054790272,0.0015348445054794
217,4866,0.0018678395764564204,0.0018678395764586
218,4294,0.0021213864941614924,0.0021213864941619
219,3785,0.0023431600745789094,0.0023431600745809
220,4326,0.002446386592625416,0.0024463865926263
221,4602,0.0024125257345226636,0.0024125257345231
222,4780,0.002274761118491786,0.0022747611184915
223,4792,0.001648063647345932,0.0016480636473463
224,4905,0.001674645019298926,0.0016746450192991
225,4150,0.0019994661753109932,0.0019994661753103
226,3820,0.002392058996576907,0.0023920589965791
227,4338,0.002480408509480836,0.0024804085094815
228,4725,0.0024969608509493035,0.002496960850949
229,4694,0.0005131254855536005,0.0005131254855533
230,3805,0.00020035000521645419,0.000200350005216
231,4153,0.00024153248032832142,0.0002415324803283
232,5191,0.0004469502046301477,0.0004469502046297
233,3873,0.001467718099398052,0.0014677180993987
234,4758,0.0013404934428827842,0.001340493442883
235,5895,0.00034793002612654167,0.0003479300261254
236,5130,0.0003675094793219591,0.0003675094793226
237,3542,0.0005078817444365002,0.0005078817444362
238,4661,0.0006283392037876867,0.0006283392037892
239,1115,0.0006996437356109331,0.0006996437356124
240,4334,0.0007623278795123589,0.0007623278795119
241,4634,0.0009790230743665918,0.0009790230743672
242,5204,0.00098144033291514,0.0009814403329162
243,5058,0.0009842703344786763,0.0009842703344793
244,5115,0.0009523395594358552,0.000952339559436
245,4727,0.00086711771736947,0.0008671177173699
246,4484,0.0007204402702565282,0.0007204402702571
247,4940,0.0008203037855942785,0.0008203037855953
248,3351,0.002378778331270315,0.002378778331272
249,2710,0.00224232327742524,0.002242323277425
250,1996,0.0019704436957379556,0.0019704436957377
251,1842,0.0017794678411102716,0.001779467841108
252,3544,0.0016027028844984859,0.0016027028844976
253,5345,0.001319937004295224,0.0013199370042954
254,5046,0.0012114479942916256,0.0012114479942918
255,4713,0.002954827756403211,0.0029548277564047
256,4763,0.002489763712297588,0.0024897637122982
257,4785,0.0020147900925193696,0.0020147900925191
258,3659,0.0017617706727834914,0.0017617706727821
259,4760,0.0018903463041334279,0.0018903463041329
260,4511,0.0021099741730152832,0.0021099741730161
261,4274,0.002579569701082751,0.0025795697010829
262,4539,0.002577206734693527,0.0025772067346926
263,3641,0.0027975041556740354,0.0027975041556751
264,4352,0.0030057026783423257,0.0030057026783414
265,4795,0.003069869782902468,0.0030698697829024
266,2395,0.003172539165118504,0.003172539165118
267,5423,0.0033014508196499426,0.0033014508196503
268,5010,0.003320520951759609,0.0033205209517605
269,4630,0.003329818108743332,0.0033298181087422
270,4120,0.003350287517671746,0.0033502875176719
271,3907,0.003383954950169188,0.0033839549501678
272,4839,0.0035477289299850057,0.0035477289299843
273,5202,0.0035189760015571503,0.0035189760015562
274,2429,0.003367303816745215,0.0033673038167452
275,2918,0.0030580314197823366,0.0030580314197825
276,3570,0.0027984628648278775,0.0027984628648269
277,4456,0.002659351605521887,0.0026593516055221
278,4826,0.00262745493417027,0.0026274549341691
279,4765,0.0022813912965367056,0.0022813912965351
280,4985,0.002061307902906262,0.0020613079029067
281,5409,0.002013830932752092,0.0020138309327525
282,5511,0.002212315625266692,0.0022123156252669
283,5117,0.002875439837933369,0.0028754398379331
284,4563,0.0015360898681759938,0.0015360898681766
285,2416,0.001659177438827153,0.0016591774388276
286,2913,0.0018099363152545012,0.0018099363152538
287,3644,0.00204612746660926,0.002046127466611
288,5217,0.0022706652108642755,0.0022706652108638
289,5041,0.0024027158147186256,0.0024027158147197
290,4570,0.0024393828408381113,0.0024393828408381
291,4748,0.0013788236755954975,0.0013788236755952
292,2424,0.0014344213553787455,0.001434421355378
293,4195,0.001894414536990241,0.0018944145369895
294,4304,0.0020494684929951434,0.0020494684929955
295,4308,0.0019378008525475776,0.0019378008525491
296,4381,0.0021950292878664124,0.0021950292878677
297,4187,0.002343600066575635,0.0023436000665747
298,4687,0.002589364221053936,0.0025893642210548
299,3894,0.0027475964100716066,0.002747596410072
300,2659,0.0026210068769777495,0.0026210068769775
301,3747,0.0028083257890257896,0.0028083257890262
302,627,0.003140324069886846,0.0031403240698868
303,3331,0.0032771415122684333,0.0032771415122686
304,3669,0.002951081890438134,0.0029510818904379
305,4068,0.0026542930514551477,0.0026542930514547
306,4186,0.0025484229874933595,0.0025484229874938
307,3974,0.0023198707140436037,0.0023198707140436
308,4046,0.002061108785902155,0.0020611087859003
309,3926,0.0020190892838638508,0.0020190892838631
310,3649,0.001931214021311023,0.0019312140213103
311,4035,0.002150829394417686,0.0021508293944174
312,4205,0.002336541237789702,0.002336541237791
313,4109,0.0025150433346298184,0.0025150433346298
314,2933,0.0025668689576962,0.0025668689576979
315,3368,0.0026960270854150536,0.002696027085415
316,4067,0.0028881153047588537,0.0028881153047593
317,3717,0.002905994266663936,0.0029059942666634
318,4486,0.00290911026413998,0.0029091102641408
319,4195,0.0029215045561722386,0.0029215045561729
320,1817,0.003168277729394542,0.0031682777293932
321,3053,0.0033578785251846544,0.0033578785251853
322,3392,0.003557689268459452,0.0035576892684612
323,3663,0.0034559574322932107,0.0034559574322934
324,3520,0.0035071468964326113,0.0035071468964321
325,2765,0.0036218778371023275,0.0036218778371034
326,1607,0.003725195978090179,0.0037251959780904
327,2566,0.003952340981180691,0.0039523409811822
328,1495,0.0042261319252100416,0.00422613192521
329,2792,0.004369338770573106,0.0043693387705722
330,3068,0.0029302817393178637,0.0029302817393176
331,3071,0.0028934723166906817,0.0028934723166902
332,3867,0.0026964659949751946,0.0026964659949754
333,2914,0.0013680163924343347,0.0013680163924343
334,3613,0.0008841477633604322,0.0008841477633615
335,3727,0.0008928287820411107,0.0008928287820422
336,3940,0.0016253387768366823,0.0016253387768357
337,3614,0.004159217735144716,0.0041592177351451
338,3485,0.0036980392994779843,0.0036980392994779
339,3811,0.0028763524086909964,0.0028763524086898
340,2594,0.002289649971032204,0.002289649971033
341,705,0.0019676046708814177,0.001967604670882
342,3322,0.002103782155415179,0.0021037821554169
343,3620,0.002244313712219115,0.0022443137122191
344,3190,0.003454989783163054,0.0034549897831623
345,2743,0.0037074796728315818,0.0037074796728306
346,3310,0.0022129757457848287,0.002212975745785
347,3523,0.00213720518687166,0.0021372051868725
348,3740,0.002158047411580988,0.0021580474115807
349,3709,0.002346928586771435,0.0023469285867714
350,3577,0.0027218831695801082,0.002721883169581
351,2739,0.003990512933309542,0.0039905129333099
352,2431,0.0041399963431747455,0.0041399963431758
353,3403,0.004710039273574718,0.0047100392735758
354,3750,0.0036956855375361863,0.0036956855375356
355,2660,0.0025660397625504316,0.0025660397625495
356,3068,0.0017047397218427074,0.0017047397218431
357,2209,0.001558086626616717,0.0015580866266176
358,1011,0.0016538020936524012,0.0016538020936537
359,754,0.0027703515251024102,0.0027703515251035
360,1317,0.005820712937394834,0.0058207129373952
361,1162,0.005130844905127274,0.0051308449051261
362,2302,0.004727507644352702,0.0047275076443535
363,2423,0.004594625162490096,0.0045946251624901
364,2999,0.001501892615448197,0.0015018926154477
365,2485,0.0011703502332208737,0.0011703502332215
366,2294,0.002324639302179299,0.0023246393021799
367,1951,0.0026962888392033646,0.0026962888392031
368,2236,0.0027327745310200546,0.0027327745310202
369,2368,0.003152873071556539,0.0031528730715572
370,3272,0.004129999110386584,0.004129999110387
371,4098,0.003623633584255659,0.0036236335842561
372,4521,0.0035910794446700756,0.00359107944467
373,3425,0.004756032373611108,0.0047560323736095
374,2376,0.006740088290712931,0.0067400882907122
375,3598,0.007361833520230676,0.0073618335202313
376,2177,0.00727439617825254,0.0072743961782529
377,4097,0.007319330414781389,0.0073193304147811
378,3214,0.00665464836950147,0.0066546483695025
379,2493,0.006028182698816553,0.0060281826988167
380,2311,0.0060915948741868675,0.0060915948741862
381,2298,0.006665515925473264,0.0066655159254737
382,2935,0.007131854181393504,0.007131854181393
383,3376,0.00695933359107026,0.0069593335910709
384,3292,0.006443258843602306,0.006443258843602
385,3163,0.006265993190187169,0.0062659931901878
386,1301,0.008103744580599925,0.0081037445805997
387,1977,0.009195536765374657,0.0091955367653755
388,2432,0.009337401826292502,0.0093374018262929
389,4339,0.01049817509268991,0.0104981750926894
390,4270,0.011379977681313824,0.0113799776813145
391,4075,0.01213142035188386,0.0121314203518841
392,3456,0.011406409617776503,0.0114064096177769
393,4023,0.011231255215073954,0.011231255215074
394,3243,0.011005974039509425,0.0110059740395096
395,3624,0.010670716758455878,0.0106707167584559
396,4509,0.01075063364011064,0.0107506336401102
397,4579,0.010601763236011141,0.0106017632360111
398,3761,0.006121187373344994,0.0061211873733456
399,4151,0.007941311935613649,0.0079413119356134
400,2832,0.007598632314907872,0.0075986323149094
401,2947,0.00678131688771022,0.0067813168877086
402,3784,0.006545485092966485,0.0065454850929653
403,4375,0.006620493591343535,0.0066204935913435
404,2802,0.007059326697505197,0.0070593266975058
405,3830,0.006673650208796289,0.0066736502087974
406,3831,0.006633848601920289,0.0066338486019196
407,2169,0.005988436184283463,0.0059884361842846
408,1529,0.006245273515602334,0.0062452735156018
409,3422,0.007335005604367728,0.0073350056043681
410,3922,0.007266134678367231,0.007266134678367
411,4169,0.008634041370788381,0.0086340413707883
412,3005,0.0077669056496818545,0.007766905649682
413,4154,0.008581456266339216,0.0085814562663401
414,4318,0.008259253288226187,0.0082592532882268
415,2689,0.00787535218299773,0.0078753521829968
416,3129,0.0069469116353527705,0.0069469116353532
417,3777,0.007190005667122801,0.0071900056671232
418,4773,0.007636258360234183,0.0076362583602339
419,5062,0.007471620606603446,0.0074716206066023
420,3487,0.0062751290768838786,0.0062751290768845
421,2732,0.005384939744618733,0.005384939744618
422,3389,0.005377493961654656,0.0053774939616546
423,4322,0.005300783640288853,0.005300783640289
424,4363,0.005190083275137258,0.0051900832751374
425,1834,0.004661305663797521,0.0046613056637969
426,4990,0.004083897564255756,0.0040838975642562
427,3194,0.003513668250854085,0.0035136682508538
428,4066,0.0030854939533786485,0.003085493953379
429,3423,0.003174618497835402,0.0031746184978362
430,3333,0.0034919926229335374,0.0034919926229326
431,3956,0.0038490922994104393,0.0038490922994111
432,4916,0.004223477535344022,0.004223477535344
433,5382,0.004657908354001261,0.0046579083540019
434,4569,0.0050148264867753145,0.0050148264867739
435,4118,0.0052013006465974065,0.0052013006465994
436,4911,0.005501541369573482,0.0055015413695748
437,5298,0.005084952079241312,0.0050849520792413
438,5847,0.007241072149737238,0.0072410721497383
439,6312,0.0077770385919976315,0.0077770385919967
440,6192,0.007679319630591319,0.0076793196305919
441,4378,0.007534246092619656,0.0075342460926201
442,7836,0.007329227646175607,0.0073292276461762
443,5892,0.007084552473053507,0.0070845524730544
444,6153,0.005326141622985725,0.0053261416229868
445,6093,0.004665427883838946,0.0046654278838411
446,6230,0.0036606109312905533,0.0036606109312905
447,6871,0.003059810792527151,0.0030598107925271
448,8362,0.0029248208960428457,0.0029248208960432
449,3372,0.0029961398274686024,0.0029961398274694
450,4996,0.0025558311556180824,0.002555831155618
451,5558,0.0027080850915324195,0.002708085091535
452,5102,0.0016468830763031184,0.0016468830763056
453,5698,0.0009165737938306995,0.0009165737938313
454,6133,0.0010420071304677592,0.0010420071304695
455,5459,0.001203958425748497,0.0012039584257487
456,6235,0.0009557485111209019,0.000955748511122
457,6041,0.0008089955075483157,0.000808995507548
458,5936,0.0008270855644988417,0.0008270855644999
459,6772,0.0008662714025371443,0.0008662714025382
460,6436,0.0007648414250279734,0.0007648414250288
461,6457,0.0006644700176855478,0.0006644700176859
462,6460,0.0007564891569054044,0.0007564891569047
463,6857,0.0007717673275832171,0.0007717673275823
464,5169,0.000740868469805589,0.0007408684698053
465,5585,0.0006079042718027949,0.0006079042718014
466,5918,0.0011181823515740152,0.001118182351574
467,4862,0.00135553838665059,0.0013555383866514
468,5409,0.002311635039108584,0.0023116350391077
469,6398,0.0019524968332570447,0.0019524968332574
470,7460,0.0016675668742752725,0.0016675668742754
471,7132,0.001409217470450419,0.0014092174704502
472,6370,0.0010109743911794755,0.0010109743911781
473,6691,0.0009389899873755159,0.0009389899873755
474,4367,0.0008893801274454383,0.0008893801274449
475,6565,0.0012068372905260638,0.0012068372905254
476,7290,0.001412322602725724,0.0014123226027266
477,6624,0.001506259839555213,0.0015062598395567
478,1027,0.0016740897287134127,0.0016740897287125
479,3214,0.0016527193571538312,0.0016527193571525
480,5633,0.0018100777205818375,0.0018100777205816
481,6196,0.0017532444316201712,0.0017532444316195
482,5026,0.001776887537772831,0.0017768875377728
483,6233,0.001986334484301744,0.0019863344843015
484,4220,0.0020658452889573686,0.0020658452889569
485,6304,0.001972284706589056,0.0019722847065888
486,5572,0.0018697084723091617,0.0018697084723089
487,5740,0.0021005614227066483,0.0021005614227064
488,6169,0.0023357209700941572,0.0023357209700941
489,6421,0.0024826143573828396,0.0024826143573821
490,6296,0.003021397955349836,0.00302139795535
491,6883,0.0034149877420738273,0.0034149877420738
492,6359,0.003793112260786269,0.003793112260786
493,6273,0.004114684935055624,0.0041146849350551
494,5728,0.00406538693666969,0.0040653869366696
495,4717,0.004180696580426635,0.0041806965804264
496,6572,0.004185174303196537,0.0041851743031952
497,7030,0.004222285835373429,0.0042222858353732
498,7429,0.004324324386769884,0.0043243243867692
499,6118,0.004282376835629598,0.0042823768356298
500,2843,0.004328417128223849,0.0043284171282238
501,5115,0.004603472691641186,0.0046034726916414
502,7424,0.004476411290782356,0.0044764112907819
503,7384,0.004248189317094697,0.0042481893170947
504,7639,0.0038347736271155952,0.0038347736271147
505,8294,0.003264646737514698,0.0032646467375138
506,7129,0.00255950858247056,0.0025595085824703
507,4359,0.0029503525637388783,0.0029503525637373
508,6073,0.002555333910666868,0.0025553339106662
509,5260,0.0024025589181949636,0.0024025589181938
510,6770,0.0022319183604903037,0.0022319183604905
511,6734,0.0019571916052231186,0.0019571916052229
512,6536,0.0017001762872072002,0.0017001762872074
513,6591,0.0012498912258273043,0.001249891225827
514,6043,0.001144544460031538,0.0011445444600306
515,5743,0.0013781125006078199,0.001378112500608
516,6855,0.0012661878476523114,0.0012661878476503
517,7338,0.0012535073993089618,0.0012535073993098
518,4127,0.0011923564765601302,0.0011923564765596
519,8120,0.0011154936747880262,0.001115493674788
520,7641,0.001096297759543563,0.0010962977595437
521,6998,0.0010258384274911547,0.001025838427492
522,7001,0.0009101156793329679,0.0009101156793331
523,7055,0.0006265314201123751,0.0006265314201101
524,7494,0.0006257075529955136,0.0006257075529968
525,7736,0.0006003367735207821,0.000600336773521
526,7498,0.0006002772863370476,0.0006002772863372
527,6598,0.0005764591814498843,0.0005764591814489
528,6664,0.0005389752789505264,0.0005389752789509
529,4972,0.0005859419696105927,0.0005859419696092
530,7421,0.0005827438195697976,0.0005827438195702
531,7363,0.0005872417064458624,0.0005872417064469
532,7665,0.0006589536096710535,0.0006589536096712
533,7702,0.0007849482922096529,0.0007849482922092
534,6978,0.0010720728491249165,0.0010720728491253
535,5099,0.0012912142273242555,0.0012912142273253
536,6825,0.0014443322032778871,0.0014443322032763
537,6211,0.0015144431897095023,0.001514443189711
538,5905,0.0015328062354567074,0.0015328062354569
539,5823,0.0014917603919785138,0.0014917603919796
540,7458,0.0014308246007561642,0.0014308246007561
541,6891,0.0014456172385126642,0.0014456172385135
542,6779,0.001538859513259605,0.0015388595132609
543,7442,0.001591803623307797,0.0015918036233086
544,7335,0.0015828501366222936,0.0015828501366229
545,6879,0.0016517711380097388,0.0016517711380086
546,5463,0.0016654393029649217,0.0016654393029658
547,5687,0.0016878786739259466,0.0016878786739257
548,5531,0.0016865655177032979,0.001686565517703
549,6227,0.001625311470291435,0.0016253114702905
550,6660,0.0014560016094339323,0.0014560016094339
551,7403,0.0012723066126211213,0.0012723066126204
552,6241,0.0009828596185371685,0.0009828596185362
553,6207,0.0008587516010497565,0.0008587516010497
554,4840,0.0006710979686048724,0.0006710979686048
555,4672,0.0006789886861645611,0.0006789886861636
556,6569,0.0007466336297832221,0.0007466336297816
557,6290,0.0005000244549765442,0.0005000244549765
558,7264,0.0003346594783580903,0.0003346594783574
559,7446,0.0003897218633239774,0.0003897218633241
560,7499,0.0005235027835175377,0.0005235027835173
561,6969,0.0006539947826572634,0.0006539947826577
562,6031,0.0006456760772977077,0.0006456760772972
563,6830,0.000615559537976873,0.0006155595379757
564,6786,0.0005780217559825385,0.0005780217559825
565,5713,0.0005549614339724895,0.0005549614339731
566,6591,0.0006519644075781983,0.0006519644075786
567,5870,0.0007601207155609746,0.0007601207155607
568,4459,0.0008720947800437973,0.0008720947800435
569,7410,0.0010053573460369059,0.0010053573460371
570,6966,0.0010965143570463853,0.0010965143570452
571,7592,0.0011256597272267799,0.0011256597272263
572,8173,0.0011528470064289253,0.0011528470064278
573,6861,0.0009492363731592457,0.0009492363731588
574,6904,0.0009364784457295272,0.0009364784457288
575,6685,0.0009511057168397619,0.0009511057168384
576,6597,0.0009484992299886308,0.0009484992299881
577,7105,0.0009312768402579552,0.0009312768402581
578,7216,0.0008646588357188456,0.0008646588357177
579,7580,0.000770448173934235,0.0007704481739329
580,7261,0.0009560706020409482,0.0009560706020413
581,7175,0.0005460331947965136,0.0005460331947965
582,6824,0.0004175796171005386,0.0004175796171003
583,5464,0.00038410230629337683,0.000384102306294
584,7013,0.000521849348018022,0.0005218493480189
585,7273,0.00047304648360091406,0.0004730464836
586,7534,0.0005969677513415483,0.0005969677513413
587,7286,0.0006809306899225875,0.0006809306899228
588,5786,0.000721601034210817,0.0007216010342117
589,6299,0.0007317367721187962,0.0007317367721192
590,6544,0.0007143017863555645,0.0007143017863571
591,6883,0.0006011628407613934,0.0006011628407616
592,6784,0.0007522668243700181,0.000752266824372
593,7347,0.0007870433026816448,0.0007870433026809
594,7605,0.0007714279418162828,0.000771427941816
595,7148,0.0007614230326373761,0.0007614230326378
596,7865,0.0006430146154872141,0.0006430146154881
597,4549,0.000655489516684371,0.0006554895166854
598,6530,0.0006546327716860922,0.0006546327716856
599,7006,0.0005541171496110664,0.0005541171496132
600,7375,0.0005533683731021588,0.0005533683731019
601,7765,0.0004968361581948466,0.0004968361581952
602,7582,0.0004922983882813536,0.0004922983882822
603,6053,0.0005245126038589953,0.0005245126038605
604,5255,0.0005355880412231118,0.0005355880412237
605,6917,0.00036403225336301137,0.0003640322533632
606,7040,0.0003134468146585023,0.0003134468146593
607,7697,0.00027257822883930416,0.000272578228839
608,7713,0.00024960936071227735,0.0002496093607129
609,7350,0.0001927430417008047,0.0001927430417016
610,6140,0.00014812824664545143,0.0001481282466456
611,5810,0.00014970387664647866,0.0001497038766458
612,6034,0.00014285496244603735,0.0001428549624471
